D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_068.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_068.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_068.jpg, 0, 0, 0, 21.07926
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_177.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_177.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_177.jpg, 0, 0, 0, 20.8671
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_290.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_290.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_290.jpg, 0, 0, 0, 20.61637
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_405.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_405.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_405.jpg, -0.2036592, 0, 0, 20.34397
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_507.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_507.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_507.jpg, -0.2702433, 0, 0, 20.06333
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_615.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_615.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_615.jpg, 0, 0, 0, 19.82165
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_729.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_729.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_729.jpg, -0.3416316, 0, 0, 19.45319
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_856.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_856.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_856.jpg, -0.3063747, 0, 0, 19.03745
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_42_995.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_42_995.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_42_995.jpg, 0, 0, 0, 19.12857
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_099.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_099.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_099.jpg, 0, 0.3148272, 0, 18.80037
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_227.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_227.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_227.jpg, 0, 0.6964239, 0, 19.7711
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_359.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_359.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_359.jpg, 0, 0.3005193, 0, 20.18683
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_496.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_496.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_496.jpg, 0, 0, 0, 19.75006
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_627.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_627.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_627.jpg, 0, 0.3935895, 0, 20.19624
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_749.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_749.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_749.jpg, 0, 0.3666144, 0, 20.6114
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_860.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_860.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_860.jpg, 0, 0.032346, 0, 20.37434
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_43_990.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_43_990.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_43_990.jpg, 0, 0.222636, 0, 20.49185
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_112.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_112.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_112.jpg, 0, 0.1691469, 0, 20.64897
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_226.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_226.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_226.jpg, 0, 0, 0, 20.4437
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_341.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_341.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_341.jpg, -0.3451677, 0, 0, 19.87528
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_451.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_451.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_451.jpg, -0.01626419, 0, 0, 19.59993
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_568.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_568.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_568.jpg, 0, 0, 0, 19.34303
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_679.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_679.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_679.jpg, 0, 0, 0, 19.54039
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_795.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_795.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_795.jpg, -0.3499686, 0, 0, 19.23873
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_44_908.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_44_908.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_44_908.jpg, -0.01127278, 0, 0, 19.0383
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_029.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_029.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_029.jpg, -0.2033601, 0, 0, 18.80068
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_140.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_140.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_140.jpg, -0.1840776, 0, 0, 18.06919
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_251.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_251.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_251.jpg, 0, 0, 0, 17.83544
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_363.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_363.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_363.jpg, 0, 0, 0, 18.1563
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_486.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_486.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_486.jpg, 0, 0.1257792, 0, 17.44135
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_610.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_610.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_610.jpg, 0, 0.4962843, 0, 17.87212
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_721.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_721.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_721.jpg, 0, 0.6541581, 0, 18.80749
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_836.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_836.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_836.jpg, 0, 0.3091959, 0, 19.27742
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_45_950.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_45_950.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_45_950.jpg, 0, 0.6502428, 0, 19.76014
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_075.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_075.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_075.jpg, 0, 0.8219346, 0, 20.67574
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_183.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_183.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_183.jpg, 0, 0.4973931, 0, 21.16894
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_291.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_291.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_291.jpg, -0.3217797, 0.1756134, 0, 21.22625
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_398.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_398.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_398.jpg, -0.3116529, 0, 0, 21.17259
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_519.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_519.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_519.jpg, 0, 0, 0, 20.92071
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_629.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_629.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_629.jpg, 0, 0, 0, 20.66867
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_736.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_736.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_736.jpg, 0, 0, 0, 20.13326
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_850.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_850.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_850.jpg, 0, 0, 0, 19.88103
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_46_968.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_46_968.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_46_968.jpg, -0.1109085, 0, 0, 19.62648
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_076.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_076.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_076.jpg, -0.4395756, 0, 0, 19.65857
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_183.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_183.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_183.jpg, -0.1195425, 0, 0, 19.09339
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_295.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_295.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_295.jpg, 0, 0.0812091, 0, 18.82846
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_407.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_407.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_407.jpg, 0, 0.2491536, 0, 19.00495
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_523.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_523.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_523.jpg, 0, 0, 0, 19.28905
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_637.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_637.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_637.jpg, 0, 0, 0, 19.0728
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_748.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_748.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_748.jpg, 0, 0.3325389, 0, 19.09374
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_860.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_860.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_860.jpg, 0, 0.4891653, 0, 19.23056
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_47_986.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_47_986.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_47_986.jpg, 0, 0.1139691, 0, 19.67781
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_095.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_095.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_095.jpg, -0.1758048, 0, 0, 19.1466
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_209.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_209.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_209.jpg, -0.51534, 0, 0, 18.76176
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_322.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_322.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_322.jpg, -0.1752771, 0, 0, 18.94222
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_437.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_437.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_437.jpg, 0, 0, 0, 18.71109
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_557.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_557.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_557.jpg, 0, 0.1920885, 0, 18.52363
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_668.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_668.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_668.jpg, 0, 0.5228166, 0, 18.83292
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_782.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_782.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_782.jpg, 0, 0.8682525, 0, 19.26316
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_48_895.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_48_895.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_48_895.jpg, 0, 1, 0, 20.53272
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_024.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_024.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_024.jpg, 0, 1, 0, 22.00613
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_135.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_135.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_135.jpg, 0, 0.6666197, 0, 22.74806
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_244.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_244.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_244.jpg, 0, 0.3414721, 0, 23.13173
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_359.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_359.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_359.jpg, 0, 0.6870905, 0, 23.55033
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_486.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_486.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_486.jpg, -0.1494945, 0.6460447, 0, 24.4798
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_596.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_596.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_596.jpg, 0, 0.3140116, 0, 24.81097
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_712.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_712.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_712.jpg, 0, 0, 0, 24.65079
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_826.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_826.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_826.jpg, 0, 0, 0, 24.3525
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_49_940.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_49_940.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_49_940.jpg, 0, 0, 0, 24.10698
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_067.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_067.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_067.jpg, 0, 0.3790233, 0, 24.15654
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_180.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_180.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_180.jpg, 0, 0.0371373, 0, 24.16095
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_302.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_302.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_302.jpg, 0, 0, 0, 23.86067
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_414.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_414.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_414.jpg, 0, 0.3348822, 0, 23.84167
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_530.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_530.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_530.jpg, 0, 0, 0, 23.73346
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_649.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_649.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_649.jpg, 0, 0, 0, 23.45328
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_758.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_758.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_758.jpg, 0, 0, 0, 23.22031
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_872.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_872.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_872.jpg, 0, 0, 0, 22.94154
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_50_997.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_50_997.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_50_997.jpg, -0.3708468, 0, 0, 22.58878
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_110.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_110.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_110.jpg, -0.3581682, 0, 0, 22.15247
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_222.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_222.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_222.jpg, -0.02391665, 0, 0, 21.9371
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_333.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_333.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_333.jpg, 0, 0, 0, 21.65785
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_447.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_447.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_447.jpg, 0, 0.0902016, 0, 21.43409
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_559.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_559.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_559.jpg, 0, 0.4276017, 0, 21.51511
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_671.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_671.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_671.jpg, 0, 0.0916563, 0, 21.58987
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_780.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_780.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_780.jpg, 0, 0, 0, 21.48983
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_51_897.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_51_897.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_51_897.jpg, 0, 0.3474219, 0, 21.56083
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_52_018.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_52_018.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_52_018.jpg, 0, 0.7122474, 0, 22.043
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_52_132.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_52_132.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_52_132.jpg, 0, 0.6910798, 0, 22.91212
D:\xcar\simulator-windows-64\IMG\center_2021_04_13_12_18_52_234.jpg, D:\xcar\simulator-windows-64\IMG\left_2021_04_13_12_18_52_234.jpg, D:\xcar\simulator-windows-64\IMG\right_2021_04_13_12_18_52_234.jpg, 0, 0.3812614, 0, 23.27483
